document,date,entorno,WordCount,SentimentGI,NegativityGI,PositivityGI,SentimentHE,NegativityHE,PositivityHE,SentimentLM,NegativityLM,PositivityLM,RatioUncertaintyLM,SentimentQDAP,NegativityQDAP,PositivityQDAP
152,2014-03-01,national,103,0.019417475728155338,0.04854368932038835,0.06796116504854369,0.02912621359223301,0,0.02912621359223301,-0.038834951456310676,0.038834951456310676,0,0,0.02912621359223301,0,0.02912621359223301
153,2014-03-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
154,2014-04-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
155,2014-04-01,national,55,0,0.01818181818181818,0.01818181818181818,-0.05454545454545454,0.05454545454545454,0,0,0,0,0.01818181818181818,-0.01818181818181818,0.01818181818181818,0
156,2014-04-01,international,106,0.018867924528301886,0.04716981132075472,0.0660377358490566,-0.018867924528301886,0.03773584905660377,0.018867924528301886,0,0.009433962264150943,0.009433962264150943,0,0.03773584905660377,0,0.03773584905660377
157,2014-04-01,national,120,0.041666666666666664,0.025,0.06666666666666667,0.008333333333333333,0,0.008333333333333333,-0.016666666666666666,0.016666666666666666,0,0,0.025,0.008333333333333333,0.03333333333333333
158,2014-04-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
159,2014-05-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0.047619047619047616
160,2014-05-01,national,61,0.03278688524590164,0.03278688524590164,0.06557377049180328,-0.01639344262295082,0.01639344262295082,0,0,0,0,0,0.01639344262295082,0,0.01639344262295082
161,2014-05-01,international,106,0.009433962264150943,0.02830188679245283,0.03773584905660377,0.009433962264150943,0.018867924528301886,0.02830188679245283,0,0,0,0.009433962264150943,0.018867924528301886,0,0.018867924528301886
162,2014-05-01,national,162,0.006172839506172839,0.018518518518518517,0.024691358024691357,0.024691358024691357,0.006172839506172839,0.030864197530864196,-0.006172839506172839,0.006172839506172839,0,0.018518518518518517,0.024691358024691357,0,0.024691358024691357
163,2014-05-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
164,2014-06-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
165,2014-06-01,national,66,0.045454545454545456,0.015151515151515152,0.06060606060606061,0,0.015151515151515152,0.015151515151515152,0,0,0,0.030303030303030304,0.030303030303030304,0,0.030303030303030304
166,2014-06-01,international,72,0.013888888888888888,0.027777777777777776,0.041666666666666664,0.027777777777777776,0,0.027777777777777776,0,0,0,0,0.027777777777777776,0,0.027777777777777776
167,2014-06-01,international,101,0,0.0297029702970297,0.0297029702970297,0.019801980198019802,0,0.019801980198019802,0.019801980198019802,0,0.019801980198019802,0,0.039603960396039604,0,0.039603960396039604
168,2014-06-01,international,119,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.025210084033613446,0.008403361344537815,0.03361344537815126,-0.008403361344537815,0.008403361344537815,0,0,0,0,0
169,2014-06-01,national,83,0.012048192771084338,0,0.012048192771084338,0,0,0,0,0,0,0,0.012048192771084338,0,0.012048192771084338
170,2014-06-01,national,147,0,0.04081632653061224,0.04081632653061224,0,0.013605442176870748,0.013605442176870748,-0.006802721088435374,0.013605442176870748,0.006802721088435374,0,0.006802721088435374,0.006802721088435374,0.013605442176870748
171,2014-06-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
172,2014-07-01,national,24,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0.041666666666666664,0,0.041666666666666664
173,2014-07-01,national,66,0.045454545454545456,0.015151515151515152,0.06060606060606061,-0.030303030303030304,0.030303030303030304,0,0,0,0,0,0.015151515151515152,0.015151515151515152,0.030303030303030304
174,2014-07-01,international,80,0.0125,0.0125,0.025,0.05,0.0125,0.0625,-0.0125,0.0125,0,0,0.0125,0,0.0125
175,2014-07-01,international,67,-0.014925373134328358,0.04477611940298507,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.04477611940298507,-0.029850746268656716,0.029850746268656716,0,0,0.014925373134328358,0,0.014925373134328358
176,2014-07-01,national,124,0.04032258064516129,0.024193548387096774,0.06451612903225806,0.024193548387096774,0,0.024193548387096774,-0.016129032258064516,0.016129032258064516,0,0,0.04032258064516129,0,0.04032258064516129
177,2014-07-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
178,2014-08-01,national,24,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0.041666666666666664,0,0.041666666666666664
179,2014-08-01,national,63,0.047619047619047616,0.015873015873015872,0.06349206349206349,-0.031746031746031744,0.031746031746031744,0,0,0,0,0,0.015873015873015872,0.015873015873015872,0.031746031746031744
180,2014-08-01,international,95,0.010526315789473684,0.010526315789473684,0.021052631578947368,0.07368421052631578,0,0.07368421052631578,0,0.010526315789473684,0.010526315789473684,0,0.021052631578947368,0,0.021052631578947368
181,2014-08-01,national,113,-0.017699115044247787,0.05309734513274336,0.035398230088495575,0.05309734513274336,0.008849557522123894,0.061946902654867256,-0.008849557522123894,0.017699115044247787,0.008849557522123894,0,0.008849557522123894,0,0.008849557522123894
182,2014-08-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
183,2014-09-01,national,23,0.043478260869565216,0,0.043478260869565216,0,0,0,0,0,0,0,0.043478260869565216,0,0.043478260869565216
184,2014-09-01,national,73,0.0410958904109589,0.0136986301369863,0.0547945205479452,-0.0410958904109589,0.0410958904109589,0,0,0,0,0,0.0136986301369863,0.0136986301369863,0.0273972602739726
185,2014-09-01,international,129,0.023255813953488372,0,0.023255813953488372,0.023255813953488372,0.007751937984496124,0.031007751937984496,0,0,0,0.007751937984496124,0.007751937984496124,0,0.007751937984496124
186,2014-09-01,national,139,0.007194244604316547,0.050359712230215826,0.05755395683453238,0.02877697841726619,0.014388489208633094,0.04316546762589928,-0.02877697841726619,0.03597122302158273,0.007194244604316547,0,0.02877697841726619,0,0.02877697841726619
187,2014-09-01,both,48,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0,0.041666666666666664,0.020833333333333332,0,0.020833333333333332,0,0.041666666666666664,0,0.041666666666666664
188,2014-10-01,national,33,0,0.030303030303030304,0.030303030303030304,0,0,0,0,0,0,0,0.030303030303030304,0,0.030303030303030304
189,2014-10-01,national,99,0.06060606060606061,0.020202020202020204,0.08080808080808081,-0.050505050505050504,0.050505050505050504,0,-0.010101010101010102,0.010101010101010102,0,0,0.030303030303030304,0.020202020202020204,0.050505050505050504
190,2014-10-01,international,57,0.017543859649122806,0,0.017543859649122806,0.017543859649122806,0,0.017543859649122806,0,0,0,0,0.03508771929824561,0,0.03508771929824561
191,2014-10-01,international,47,-0.02127659574468085,0.02127659574468085,0,-0.02127659574468085,0.0425531914893617,0.02127659574468085,0,0,0,0.02127659574468085,-0.02127659574468085,0.02127659574468085,0
192,2014-10-01,national,71,0,0.028169014084507043,0.028169014084507043,0.07042253521126761,0.014084507042253521,0.08450704225352113,-0.028169014084507043,0.028169014084507043,0,0,0,0,0
193,2014-10-01,national,108,0.037037037037037035,0.037037037037037035,0.07407407407407407,0,0.009259259259259259,0.009259259259259259,-0.018518518518518517,0.046296296296296294,0.027777777777777776,0,0.05555555555555555,0,0.05555555555555555
194,2014-10-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
195,2014-11-01,national,39,0,0.02564102564102564,0.02564102564102564,0,0,0,0,0,0,0,0.02564102564102564,0,0.02564102564102564
196,2014-11-01,national,92,0.05434782608695652,0.021739130434782608,0.07608695652173914,-0.021739130434782608,0.03260869565217391,0.010869565217391304,-0.010869565217391304,0.010869565217391304,0,0,0.03260869565217391,0.010869565217391304,0.043478260869565216
197,2014-11-01,international,106,0.02830188679245283,0.02830188679245283,0.05660377358490566,0.05660377358490566,0,0.05660377358490566,0.018867924528301886,0,0.018867924528301886,0,0.02830188679245283,0,0.02830188679245283
198,2014-11-01,international,54,0.018518518518518517,0.037037037037037035,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.05555555555555555,0,0,0,0,0,0,0
199,2014-11-01,national,115,0.017391304347826087,0.06086956521739131,0.0782608695652174,0.034782608695652174,0,0.034782608695652174,-0.043478260869565216,0.05217391304347826,0.008695652173913044,0,0.034782608695652174,0.008695652173913044,0.043478260869565216
200,2014-11-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
201,2014-12-01,national,28,0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0.03571428571428571,0,0.03571428571428571
202,2014-12-01,national,101,0,0.04950495049504951,0.04950495049504951,-0.019801980198019802,0.0297029702970297,0.009900990099009901,-0.009900990099009901,0.009900990099009901,0,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.019801980198019802
203,2014-12-01,international,162,0.04938271604938271,0.018518518518518517,0.06790123456790123,0.037037037037037035,0.006172839506172839,0.043209876543209874,-0.006172839506172839,0.006172839506172839,0,0,0.018518518518518517,0.006172839506172839,0.024691358024691357
204,2014-12-01,national,143,0.013986013986013986,0.03496503496503497,0.04895104895104895,0.03496503496503497,0,0.03496503496503497,-0.04195804195804196,0.04195804195804196,0,0.006993006993006993,0.027972027972027972,0.006993006993006993,0.03496503496503497
205,2014-12-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
206,2015-01-01,national,29,0,0.034482758620689655,0.034482758620689655,0,0,0,0,0,0,0,0.034482758620689655,0,0.034482758620689655
207,2015-01-01,national,88,0.056818181818181816,0.011363636363636364,0.06818181818181818,-0.011363636363636364,0.022727272727272728,0.011363636363636364,-0.011363636363636364,0.011363636363636364,0,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.03409090909090909
208,2015-01-01,international,91,0.02197802197802198,0,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.03296703296703297,0.01098901098901099,0,0.01098901098901099,0,0.01098901098901099,0,0.01098901098901099
209,2015-01-01,international,63,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.047619047619047616,0,0.047619047619047616,-0.015873015873015872,0.015873015873015872,0,0,0.015873015873015872,0,0.015873015873015872
210,2015-01-01,national,133,0.015037593984962405,0.045112781954887216,0.06015037593984962,0.03759398496240601,0,0.03759398496240601,-0.022556390977443608,0.045112781954887216,0.022556390977443608,0,0.015037593984962405,0.007518796992481203,0.022556390977443608
211,2015-01-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
212,2015-02-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
213,2015-02-01,national,91,0.04395604395604396,0,0.04395604395604396,-0.01098901098901099,0.01098901098901099,0,0,0,0,0,0.02197802197802198,0,0.02197802197802198
214,2015-02-01,international,102,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.00980392156862745,0.049019607843137254,0.00980392156862745,0,0.00980392156862745,0,0,0.00980392156862745,0.00980392156862745
215,2015-02-01,international,109,0.045871559633027525,0.009174311926605505,0.05504587155963303,0,0.009174311926605505,0.009174311926605505,0.01834862385321101,0,0.01834862385321101,0.009174311926605505,0.01834862385321101,0,0.01834862385321101
216,2015-02-01,national,88,-0.011363636363636364,0.056818181818181816,0.045454545454545456,0.03409090909090909,0,0.03409090909090909,-0.011363636363636364,0.022727272727272728,0.011363636363636364,0,0.011363636363636364,0,0.011363636363636364
217,2015-02-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
218,2015-03-01,national,59,0.01694915254237288,0.01694915254237288,0.03389830508474576,0,0,0,0,0,0,0,0.01694915254237288,0,0.01694915254237288
219,2015-03-01,national,73,0.0136986301369863,0.0136986301369863,0.0273972602739726,-0.0410958904109589,0.0410958904109589,0,0,0,0,0,0.0136986301369863,0,0.0136986301369863
220,2015-03-01,national,51,0.09803921568627451,0.0196078431372549,0.11764705882352941,0,0,0,-0.0196078431372549,0.0196078431372549,0,0,0.0392156862745098,0,0.0392156862745098
221,2015-03-01,international,67,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.05970149253731343,0,0.05970149253731343,-0.014925373134328358,0.014925373134328358,0,0,0,0,0
222,2015-03-01,international,80,0.0375,0.0125,0.05,0.0125,0.0125,0.025,0.0125,0,0.0125,0,0,0.025,0.025
223,2015-03-01,national,98,-0.01020408163265306,0.04081632653061224,0.030612244897959183,0.02040816326530612,0,0.02040816326530612,-0.01020408163265306,0.02040816326530612,0.01020408163265306,0,0.01020408163265306,0,0.01020408163265306
224,2015-03-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
225,2015-04-01,national,42,0.023809523809523808,0,0.023809523809523808,0,0,0,0,0,0,0,0,0,0
226,2015-04-01,national,45,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2015-04-01,national,52,-0.019230769230769232,0.019230769230769232,0,0,0,0,-0.019230769230769232,0.019230769230769232,0,0,-0.038461538461538464,0.038461538461538464,0
228,2015-04-01,international,64,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0
229,2015-04-01,international,76,0.013157894736842105,0,0.013157894736842105,0,0,0,0,0,0,0,0,0,0
230,2015-04-01,national,94,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2015-04-01,both,36,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2015-05-01,national,43,0.023255813953488372,0,0.023255813953488372,0,0,0,0,0,0,0.046511627906976744,0.023255813953488372,0,0.023255813953488372
233,2015-05-01,national,26,0,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0,0,0,0
234,2015-05-01,national,56,0.03571428571428571,0.017857142857142856,0.05357142857142857,0,0.017857142857142856,0.017857142857142856,-0.017857142857142856,0.017857142857142856,0,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.05357142857142857
235,2015-05-01,international,45,0,0.044444444444444446,0.044444444444444446,-0.06666666666666667,0.06666666666666667,0,-0.022222222222222223,0.022222222222222223,0,0,-0.044444444444444446,0.044444444444444446,0
236,2015-05-01,international,60,0.016666666666666666,0.03333333333333333,0.05,0.03333333333333333,0,0.03333333333333333,0,0,0,0,0,0,0
237,2015-05-01,international,63,0,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.015873015873015872,0,0.015873015873015872,0,0.015873015873015872,0,0.015873015873015872
238,2015-05-01,national,122,-0.01639344262295082,0.040983606557377046,0.02459016393442623,-0.01639344262295082,0.03278688524590164,0.01639344262295082,-0.00819672131147541,0.00819672131147541,0,0.00819672131147541,0,0,0
239,2015-05-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
240,2015-06-01,national,17,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0,0,0,0.058823529411764705,0,0.058823529411764705
241,2015-06-01,national,54,0.037037037037037035,0,0.037037037037037035,0,0,0,0,0,0,0.018518518518518517,0.018518518518518517,0,0.018518518518518517
242,2015-06-01,national,41,-0.04878048780487805,0.04878048780487805,0,-0.04878048780487805,0.04878048780487805,0,-0.024390243902439025,0.024390243902439025,0,0.024390243902439025,-0.024390243902439025,0.024390243902439025,0
243,2015-06-01,international,52,0.019230769230769232,0,0.019230769230769232,0.057692307692307696,0,0.057692307692307696,-0.019230769230769232,0.019230769230769232,0,0,0.019230769230769232,0,0.019230769230769232
244,2015-06-01,international,72,0,0,0,-0.013888888888888888,0.041666666666666664,0.027777777777777776,0,0,0,0.013888888888888888,0,0,0
245,2015-06-01,national,42,0.023809523809523808,0,0.023809523809523808,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0
246,2015-06-01,national,88,0.09090909090909091,0.022727272727272728,0.11363636363636363,0.022727272727272728,0.011363636363636364,0.03409090909090909,0.011363636363636364,0.011363636363636364,0.022727272727272728,0,0.056818181818181816,0.011363636363636364,0.06818181818181818
247,2015-06-01,national,72,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888,0,0.013888888888888888,-0.027777777777777776,0.027777777777777776,0,0,0.013888888888888888,0,0.013888888888888888
248,2015-06-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
249,2015-07-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
250,2015-07-01,national,94,0.010638297872340425,0.02127659574468085,0.031914893617021274,-0.02127659574468085,0.02127659574468085,0,-0.010638297872340425,0.010638297872340425,0,0,0,0.010638297872340425,0.010638297872340425
251,2015-07-01,international,129,0.03875968992248062,0.007751937984496124,0.046511627906976744,0.023255813953488372,0.007751937984496124,0.031007751937984496,-0.023255813953488372,0.023255813953488372,0,0.007751937984496124,0.023255813953488372,0,0.023255813953488372
252,2015-07-01,international,42,0,0,0,0.023809523809523808,0,0.023809523809523808,0,0,0,0,0,0,0
253,2015-07-01,national,139,0.007194244604316547,0.02877697841726619,0.03597122302158273,0.014388489208633094,0.007194244604316547,0.02158273381294964,-0.007194244604316547,0.014388489208633094,0.007194244604316547,0.014388489208633094,0,0.014388489208633094,0.014388489208633094
254,2015-07-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
255,2015-08-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
256,2015-08-01,national,96,0,0.020833333333333332,0.020833333333333332,-0.010416666666666666,0.020833333333333332,0.010416666666666666,-0.010416666666666666,0.010416666666666666,0,0,0,0.010416666666666666,0.010416666666666666
257,2015-08-01,international,95,0.010526315789473684,0.031578947368421054,0.042105263157894736,0.021052631578947368,0.010526315789473684,0.031578947368421054,0,0.021052631578947368,0.021052631578947368,0,0.010526315789473684,0,0.010526315789473684
258,2015-08-01,international,119,-0.01680672268907563,0.058823529411764705,0.04201680672268908,0.008403361344537815,0.008403361344537815,0.01680672268907563,-0.008403361344537815,0.01680672268907563,0.008403361344537815,0,0.01680672268907563,0.008403361344537815,0.025210084033613446
259,2015-08-01,international,52,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.038461538461538464,-0.038461538461538464,0.038461538461538464,0,0,0.019230769230769232,0,0.019230769230769232
260,2015-08-01,national,143,-0.006993006993006993,0.013986013986013986,0.006993006993006993,0.027972027972027972,0,0.027972027972027972,0.006993006993006993,0,0.006993006993006993,0,0.013986013986013986,0,0.013986013986013986
261,2015-08-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
262,2015-09-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
263,2015-09-01,national,91,-0.01098901098901099,0.02197802197802198,0.01098901098901099,-0.04395604395604396,0.04395604395604396,0,-0.01098901098901099,0.01098901098901099,0,0,-0.03296703296703297,0.03296703296703297,0
264,2015-09-01,international,130,0,0,0,0.007692307692307693,0.007692307692307693,0.015384615384615385,-0.007692307692307693,0.007692307692307693,0,0,0,0,0
265,2015-09-01,international,93,0.021505376344086023,0.021505376344086023,0.043010752688172046,0.03225806451612903,0.021505376344086023,0.053763440860215055,-0.010752688172043012,0.010752688172043012,0,0,0.010752688172043012,0,0.010752688172043012
266,2015-09-01,national,122,-0.00819672131147541,0.03278688524590164,0.02459016393442623,0.02459016393442623,0.00819672131147541,0.03278688524590164,-0.00819672131147541,0.01639344262295082,0.00819672131147541,0,0.00819672131147541,0.00819672131147541,0.01639344262295082
267,2015-09-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
268,2015-10-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
269,2015-10-01,national,91,0,0.03296703296703297,0.03296703296703297,-0.01098901098901099,0.01098901098901099,0,-0.01098901098901099,0.01098901098901099,0,0,-0.01098901098901099,0.01098901098901099,0
270,2015-10-01,international,123,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.008130081300813009,0.016260162601626018,0.024390243902439025,-0.016260162601626018,0.016260162601626018,0,0,-0.008130081300813009,0.008130081300813009,0
271,2015-10-01,international,80,0.05,0.0125,0.0625,0.0375,0.0125,0.05,-0.0125,0.0125,0,0,0.025,0.0125,0.0375
272,2015-10-01,international,46,0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,-0.021739130434782608,0.021739130434782608,0,0,0.021739130434782608,0,0.021739130434782608
273,2015-10-01,international,48,-0.020833333333333332,0.020833333333333332,0,-0.020833333333333332,0.041666666666666664,0.020833333333333332,0,0,0,0,0,0,0
274,2015-10-01,national,62,0,0.04838709677419355,0.04838709677419355,0.0967741935483871,0,0.0967741935483871,0.016129032258064516,0,0.016129032258064516,0,0,0.03225806451612903,0.03225806451612903
275,2015-10-01,national,105,0.009523809523809525,0.0380952380952381,0.047619047619047616,-0.009523809523809525,0.01904761904761905,0.009523809523809525,-0.01904761904761905,0.02857142857142857,0.009523809523809525,0,0.02857142857142857,0,0.02857142857142857
276,2015-10-01,both,47,0,0.0425531914893617,0.0425531914893617,0,0,0,-0.02127659574468085,0.02127659574468085,0,0,0.0425531914893617,0,0.0425531914893617
277,2015-11-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
278,2015-11-01,national,83,-0.024096385542168676,0.024096385542168676,0,-0.024096385542168676,0.024096385542168676,0,-0.012048192771084338,0.012048192771084338,0,0.012048192771084338,-0.024096385542168676,0.024096385542168676,0
279,2015-11-01,international,60,0,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.03333333333333333,-0.016666666666666666,0.016666666666666666,0,0,0,0,0
280,2015-11-01,international,71,0.014084507042253521,0.04225352112676056,0.056338028169014086,0.014084507042253521,0.028169014084507043,0.04225352112676056,-0.014084507042253521,0.014084507042253521,0,0,0.014084507042253521,0.014084507042253521,0.028169014084507043
281,2015-11-01,international,51,0.0196078431372549,0,0.0196078431372549,-0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0,0,0,0.0196078431372549,0,0.0196078431372549
282,2015-11-01,national,62,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.04838709677419355,0,0.04838709677419355,0,0,0,0,-0.016129032258064516,0.03225806451612903,0.016129032258064516
283,2015-11-01,national,78,0.02564102564102564,0.02564102564102564,0.05128205128205128,-0.01282051282051282,0.02564102564102564,0.01282051282051282,0,0.01282051282051282,0.01282051282051282,0,0.038461538461538464,0,0.038461538461538464
284,2015-11-01,both,45,0,0.044444444444444446,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.044444444444444446,0,0.044444444444444446
285,2015-12-01,national,24,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0.041666666666666664,0,0.041666666666666664
286,2015-12-01,national,82,0,0.024390243902439025,0.024390243902439025,-0.024390243902439025,0.024390243902439025,0,-0.012195121951219513,0.012195121951219513,0,0,-0.012195121951219513,0.024390243902439025,0.012195121951219513
287,2015-12-01,international,89,-0.011235955056179775,0.056179775280898875,0.0449438202247191,0.011235955056179775,0,0.011235955056179775,-0.011235955056179775,0.011235955056179775,0,0,0.02247191011235955,0,0.02247191011235955
288,2015-12-01,international,68,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.04411764705882353,0.014705882352941176,0.058823529411764705,0,0,0,0,0,0.014705882352941176,0.014705882352941176
289,2015-12-01,international,79,-0.012658227848101266,0.05063291139240506,0.0379746835443038,-0.0379746835443038,0.05063291139240506,0.012658227848101266,-0.02531645569620253,0.02531645569620253,0,0,-0.02531645569620253,0.05063291139240506,0.02531645569620253
290,2015-12-01,national,67,0.014925373134328358,0.029850746268656716,0.04477611940298507,0.07462686567164178,0,0.07462686567164178,-0.014925373134328358,0.014925373134328358,0,0,0.014925373134328358,0,0.014925373134328358
291,2015-12-01,national,80,0.0375,0.025,0.0625,0,0.0125,0.0125,-0.0125,0.025,0.0125,0,0.05,0,0.05
292,2015-12-01,both,45,0,0.044444444444444446,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.044444444444444446,0,0.044444444444444446
293,2016-01-01,national,24,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0.041666666666666664,0,0.041666666666666664
294,2016-01-01,national,80,0,0.025,0.025,-0.025,0.025,0,-0.0125,0.0125,0,0,0.0125,0.0125,0.025
295,2016-01-01,international,99,0,0.010101010101010102,0.010101010101010102,0.020202020202020204,0.010101010101010102,0.030303030303030304,0,0.010101010101010102,0.010101010101010102,0.010101010101010102,-0.010101010101010102,0.010101010101010102,0
296,2016-01-01,international,54,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.05555555555555555,0,0,0,0,0,0.018518518518518517,0.018518518518518517
297,2016-01-01,international,47,0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,-0.02127659574468085,0.02127659574468085,0,0,0,0.02127659574468085,0.02127659574468085
298,2016-01-01,national,29,-0.034482758620689655,0.10344827586206896,0.06896551724137931,0.10344827586206896,0,0.10344827586206896,-0.034482758620689655,0.034482758620689655,0,0,0.034482758620689655,0,0.034482758620689655
299,2016-01-01,national,70,0.02857142857142857,0.04285714285714286,0.07142857142857142,0,0.014285714285714285,0.014285714285714285,-0.014285714285714285,0.02857142857142857,0.014285714285714285,0,0.05714285714285714,0,0.05714285714285714
300,2016-01-01,both,45,0,0.044444444444444446,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.044444444444444446,0,0.044444444444444446
301,2016-02-01,national,22,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0,0,0.045454545454545456,0,0.045454545454545456
302,2016-02-01,national,91,0.04395604395604396,0.01098901098901099,0.054945054945054944,0,0.01098901098901099,0.01098901098901099,0,0,0,0,0.01098901098901099,0,0.01098901098901099
303,2016-02-01,international,100,0.03,0.01,0.04,0.03,0.02,0.05,0,0,0,0,-0.01,0.02,0.01
304,2016-02-01,international,102,-0.029411764705882353,0.049019607843137254,0.0196078431372549,0,0.029411764705882353,0.029411764705882353,-0.00980392156862745,0.00980392156862745,0,0.00980392156862745,0,0.0196078431372549,0.0196078431372549
305,2016-02-01,national,93,0,0.06451612903225806,0.06451612903225806,0.043010752688172046,0.010752688172043012,0.053763440860215055,-0.021505376344086023,0.03225806451612903,0.010752688172043012,0,0.043010752688172046,0.010752688172043012,0.053763440860215055
